order_id,customer_id,order_date,status,amount
5208,41,2024-07-10,cancelled,197.24
5209,55,2025-03-26,completed,358.64
5210,1,2025-03-05,completed,22.95
5211,11,2024-08-23,completed,340.09
5212,14,2025-06-02,returned,212.5
5213,30,2024-09-03,completed,161.86
5214,8,2025-01-30,returned,115.55
5215,1,2024-04-17,cancelled,254.4
5216,38,2024-10-29,returned,298.66
5217,34,2024-09-12,cancelled,189.15
5218,60,2024-04-11,completed,191.91
5219,15,2024-06-29,cancelled,191.5
5220,36,2024-06-08,cancelled,147.06
5221,18,2025-02-20,cancelled,274.1
5222,52,2024-11-14,returned,133.57
5223,40,2024-04-28,returned,67.88
5224,25,2024-03-30,returned,315.34
5225,54,2025-01-19,completed,265.66
5226,5,2024-11-27,completed,234.77
5227,12,2025-05-08,completed,89.75
5228,35,2024-07-21,completed,270.04
5229,51,2024-12-01,completed,216.07
5230,29,2024-05-30,returned,172.26
5231,31,2025-06-19,cancelled,191.1
5232,32,2024-10-10,unknown,243.04
5233,11,2024-12-25,cancelled,268.8
5234,24,2025-04-12,completed,78.76
5235,42,2024-03-01,completed,275.57
5236,22,2024-05-07,cancelled,304.81
5237,14,2025-04-01,returned,45.03
5238,22,2025-05-31,unknown,310.07
5239,28,2025-01-16,unknown,28.67
5240,23,2025-06-20,unknown,393.84
5241,23,2024-08-27,completed,137.71
5242,20,2024-06-10,completed,315.41
5243,47,2025-03-22,completed,164.2
5244,3,2024-08-13,cancelled,246.6
5245,51,2025-06-27,cancelled,249.75
5246,45,2024-04-25,cancelled,253.11
5247,43,2024-08-04,cancelled,311.62
5248,42,2024-02-14,completed,316.32
5249,17,2024-12-06,completed,132.84
5250,42,2024-03-27,unknown,23.44
5251,52,2025-04-07,cancelled,183.02
5252,25,2024-07-09,cancelled,223.13
5253,31,2024-09-05,completed,175.38
5254,43,2024-06-04,completed,93.55
5255,31,2024-02-19,completed,184.7
5256,60,2024-03-23,completed,294.05
5257,41,2025-06-25,returned,366.1
5258,3,2024-02-12,completed,160.47
5259,39,2024-07-19,cancelled,246.71
5260,37,2025-04-25,completed,64.8
5261,24,2024-07-17,cancelled,194.97
5262,29,2024-11-05,returned,122.62
5263,42,2025-01-06,completed,333.87
5264,20,2025-04-14,completed,155.66
5265,39,2024-09-27,returned,277.91
5266,18,2025-04-08,completed,121.1
5267,57,2024-06-30,unknown,276.38
5268,23,2024-04-28,cancelled,320.58
5269,49,2024-09-27,completed,273.64
5270,14,2024-10-18,completed,318.33
5271,6,2025-01-29,completed,164.09
5272,17,2024-12-25,completed,82.15
5273,12,2024-11-23,returned,165.78
5274,10,2024-10-10,cancelled,154.62
5275,41,2025-05-20,completed,131.79
5276,18,2024-02-22,completed,396.24
5277,32,2024-09-06,returned,174.97
5278,50,2024-06-14,completed,140.83
5279,25,2024-04-26,completed,226.49
5280,30,2025-06-13,completed,346.28
5281,60,2024-06-02,completed,108.82
5282,42,2024-05-02,unknown,162.1
5283,11,2025-02-14,completed,75.47
5284,23,2024-04-01,completed,336.19
5285,51,2025-06-10,completed,132.53
5286,13,2024-12-02,cancelled,305.1
5287,21,2025-02-15,completed,154.99
5288,29,2024-10-02,completed,191.42
5289,52,2024-03-08,completed,38.49
5290,24,2024-06-23,completed,370.97
5291,2,2024-04-17,returned,134.45
5292,8,2025-02-09,completed,296.54
5293,29,2024-06-28,completed,112.43
5294,10,2024-02-27,returned,139.13
5295,32,2024-05-22,cancelled,52.75
5296,4,2024-09-04,returned,54.72
5297,24,2025-04-18,completed,370.63
5298,19,2025-04-01,completed,334.27
5299,10,2024-02-17,unknown,141.64
